deck_id,source_path,source_sha256,source_bytes,slide_no,slide_xml_sha256,title,body,notes,notes_nonempty,visible_text_sha256,normalized_text_sha256,notes_sha256,layout_name,layout_type,layout_part,master_part,shape_count,text_shape_count,shape_type_counts,media_count,media_types,media_sha256
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,1,04d0c9dcf18b97037de7b814c2f2d041c5d6a98af8a8c39c9101a8d226bbea17,2026高效率節能人工智慧模型服務平台培訓,低軌衛星換手互動模擬實作,"Slide 1: 2026高效率節能人工智慧模型服務平台培訓
頁面目的：開場，點出低軌衛星換手互動模擬實作的主題。
建議口述內容：歡迎各位。今天我們將探討低軌衛星通訊中的鏈路管理與能量效率。我們將從衛星運動開始，了解如何維持通訊品質，並探討隨之而來的能量代價與取捨。
公式或圖表怎麼說：本頁無複雜圖表，請稍微停留讓聽眾看清標題即可。
常見誤解／限制：常見誤解是只把重點放在省電；還必須同時說明通訊服務與品質是否維持。
因果銜接：衛星的存在是為了傳遞資料，因此接下來馬上來看看，要維持資料傳輸，衛星的高速移動會帶來什麼根本的通訊問題。",True,7c638abfabf7b7474a8784a17d8f801e977dd5d5f6f274347f11e25d6c77dc3e,fa3668a1c6c47e0173fb21298fbd34cbca7879deb8d87ee7de693316c37ae5f2,f9ff0d290e5aa5658bc404caf0f8baee67136aa451a9080d4187dbc5fe112a74,標題投影片,,ppt/slideLayouts/slideLayout1.xml,ppt/slideMasters/slideMaster1.xml,2,2,"{""PLACEHOLDER"": 2}",0,,
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,2,8d8f734009e577321d874cf2f9ce13c5351650989599e7d6e3cebc76ccb2458a,通訊核心問題：資料要送達，鏈路卻會變,"衛星要把資料送到地面，但移動中的鏈路與資源都有限。
衛星移動
服務窗口與 SINR改變
鏈路與資源
需調整
功率隨時間
累積成能量
不能只看功率下降，還要確認送達資料與服務品質是否維持。","Slide 2: 通訊核心問題：資料要送達，鏈路卻會變
頁面目的：點出整份簡報的根本動機，也就是通訊服務是目標，資源有限是現實。
建議口述內容：衛星存在的核心目的是要把資料順利送到地面。但因為衛星在軌道上不斷移動，能提供服務的窗口與訊號品質也會不斷改變。為了維持甚至提升資料傳輸量，我們必須調整鏈路與系統資源，而這每一時刻的射頻輸出，都會隨著時間累積成實質的能量成本。不能只看功率下降，還要確認送達資料與服務品質是否維持。
公式或圖表怎麼說：請順著圖表的四個方塊，由左至右說明因果連鎖：從衛星移動，導致服務窗口與品質變化，進而需要調整鏈路與資源，最終累積成能量代價。
常見誤解／限制：不能單純說我們要研究如何省電。省能只有在維持資料送達與服務品質的前提下才有意義。
因果銜接：既然通訊是衛星存在的原因，我們就必須先區分衛星上的硬體。到底是哪些設備在執行通訊？接著我們來看通訊酬載與衛星平台的任務分工。",True,522e413a24e753b01cc529a751cca33708f272714ca046abe7765d060a5df791,94717ec5d6c5d5bddb9afa83a4f366c89b9d4ef89b449f3f6424cdb62ab7ffd5,6aabe22e9504b535ba7d439e9cc4226f4e20ab484d38263082ad2efb95f7cccd,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,15,7,"{""AUTO_SHAPE"": 8, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 6}",0,,
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,3,d76a25e0e5fdacd7584880fd672f6ea8b67839fede08d2d04dd3d92090141d2b,衛星平台與通訊酬載分工,"衛星平台提供支援；通訊酬載直接執行通訊任務。
衛星平台
提供電力、熱控、姿態
與結構支援，讓酬載
可持續工作
支援
通訊酬載
直接執行通訊任務：
天線、射頻收發、功率放大
波束形成、基頻處理
平台提供支援，酬載直接完成通訊；兩者共同把資料送到地面。","Slide 3: 衛星平台與通訊酬載分工
頁面目的：定義並區分衛星平台與通訊酬載，確立後續討論耗能的主體。
建議口述內容：在一顆通訊衛星中，設備可分為兩大區塊。圖右是通訊酬載，也就是直接執行通訊任務的設備集合，包含天線、射頻收發、功率放大、波束形成與基頻處理；圖左是衛星平台，負責維持衛星運作，提供電力、熱控與姿態等支援。兩者共同合作才能把資料送達地面。
公式或圖表怎麼說：引導聽眾看左右兩個方塊。指出由左向右的支援箭頭，說明平台提供支援，而酬載直接完成通訊任務。
常見誤解／限制：通訊酬載必須被明確理解為直接執行通訊任務的設備集合，避免任何其他無關的比喻。
因果銜接：了解通訊是由酬載執行後，我們要看衛星在軌道上移動時，這個通訊任務能發生在什麼時候。這就帶出了服務窗口的概念。",True,0b69bb5ccd8f8a75df92f79c4a3e775231bfa44a922a6f1d1f143620e5e2c856,9fe166292e11ceb23c4050ab64df650296166f819bf7ef3725c28c1b73c3024a,0087cbcc720d6b631641f09e1488922729c014fcab78009808fe55f3c2ce2f3d,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,12,8,"{""AUTO_SHAPE"": 4, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 7}",0,,
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,4,26b5e13f7a3b0eed9a6e30c550c2de212418759234d4c945321eca104e57ef41,服務窗口隨衛星移動而改變,"服務區的可用時間有限；窗口關閉前，接續服務鏈路必須準備就緒。
衛星 A｜目前服務
衛星 B｜候選
地面服務點
服務窗口
A｜目前服務
B｜候選接續
重疊時段可準備換手
兩條鏈路指向同一服務點；可用時間重疊，才有接續空間。","Slide 4: 服務窗口隨衛星移動而改變
頁面目的：說明衛星與地面點的幾何關係是動態的，單一衛星的服務時間有限。
建議口述內容：因為衛星在軌道上高速飛行，對同一個地面服務點來說，服務的窗口時間是有限的。從圖中可以看到，目前正在服務的衛星 A 即將飛離，而衛星 B 正在靠近。我們必須在 A 的窗口關閉前，準備好把服務交接給 B。兩條鏈路指向同一服務點，可用時間重疊，才有接續空間。
公式或圖表怎麼說：先解釋左圖中衛星移動帶來的相對位置變化，接著指向右方的時間窗。說明青色粗線代表衛星 A 的目前服務窗口，橘色粗線是衛星 B 的候選時間，兩者重疊時段可準備換手。
常見誤解／限制：不要把衛星移動當作純粹的物理軌跡觀賞，必須與通訊鏈路可用時間結合。
因果銜接：既然衛星 B 進入了範圍，是否代表它一定能提供服務？這取決於它的幾何位置與訊號品質，也就是隨後要檢查的門檻。",True,9370ac66147c2d82eeb362aecc693fd8547718e5c40ca805bf8e90c67e386c29,87258af8fca6e69e65aabebaa47aa9de74b550a5b5431092873c9448dd8d54f5,ecbbb9359518ece634b649f58bad0f098ae893fc0afb673009cf6415f1b0920c,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,27,10,"{""AUTO_SHAPE"": 4, ""LINE"": 11, ""PICTURE"": 2, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 9}",1,image/png,c87913bd0b7a835106ea5d257c2b22f238a297876ed4f374ec05b7bff76cc4fa
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,5,f43c4623730dc4fdcdf66b6d0aab819d9029f32790e4dea46b8306a5705ef1b4,可見性是必要條件，不是服務資格,"可見性是必要條件；幾何位置與 RF 品質必須逐層通過。
候選鏈路
地平線
仰角
地面服務點
地平線
候選位於地平線以上
仰角
仰角達到門檻
RF 品質
品質可維持服務
可用候選
過了幾何門檻，還要比較目前服務與候選鏈路的品質差。","Slide 5: 可見性是必要條件，不是服務資格
頁面目的：釐清看得見與能服務的差異，建立層層過濾的觀念。
建議口述內容：要讓候選衛星接手服務，必須通過層層過濾。首先是幾何上的可見性：衛星必須高於地平線，且仰角達到一定標準，才不會被地形嚴重阻擋。但過了幾何門檻，這只是必要條件，最後還必須比較目前服務與候選鏈路的射頻品質，才能確認它具備接續服務的資格。
公式或圖表怎麼說：帶領視線從左圖的地平線往上看，說明仰角的概念；並依序對應右側的三個過濾門檻：地平線、仰角、與射頻品質。
常見誤解／限制：幾何位置達標不代表訊號品質足以維持通訊，必須強調品質是最後的決定因素。
因果銜接：在切換鏈路時，這兩個衛星的服務窗口必須有重疊的餘裕，才能確保品質判斷與交接能順利進行。",True,b524e96903310d5e28a7c44f54af5087fb31e01e738d1040ad25bc8e725a1303,f7dfbae9d1a14f29bb39f34b43342db8291d168ed766949e9297bb4fa515c297,4920eda3338e48f96fe1e74f94840d096cc59db420d5c83bb7751a8465e2f97b,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,35,14,"{""AUTO_SHAPE"": 7, ""LINE"": 13, ""PICTURE"": 1, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 13}",1,image/png,c87913bd0b7a835106ea5d257c2b22f238a297876ed4f374ec05b7bff76cc4fa
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,6,3d22da120e8be900d974a92cec385571bdbea3599da50334ed139f0fb65a14dd,重疊把即將中斷的服務轉成換手機會,"候選出現、條件持續與完成換手不是同一時刻；可用時間的重疊區提供判斷餘裕。
時間軸
開始
結束
共同可用區間
衛星 A
衛星 B
1
候選出現
2
條件持續
3
換手完成
重疊寬度提供決策餘裕；位置與時刻仍必須由軌道資料推得。","Slide 6: 重疊把即將中斷的服務轉成換手機會
頁面目的：說明時間重疊區間在換手決策與執行過程中的關鍵作用。
建議口述內容：在時間軸上，衛星 A 與 B 的服務窗口會有一段重疊的時間。這段共同可用區間給了系統決策的餘裕。因為從候選衛星出現、條件持續滿足，到真正完成換手，都不是在同一時刻發生。重疊區間正是讓這些步驟得以順利發生、不致斷線的關鍵。
公式或圖表怎麼說：解釋下方兩條粗線重疊的區間，並依序指出標號 1 候選出現、2 條件持續、3 換手完成，說明這些階段都發生在重疊區內。
常見誤解／限制：候選衛星一出現的瞬間並不能立刻換手，必須預留時間觀察條件是否穩定。
因果銜接：我們知道幾何與時間窗口很重要，但在真實系統中，這些衛星未來的位置與時刻是怎麼推算出來的？我們必須依賴兩行軌道元素集資料。",True,bf7e970086220aa805b581c929864367a64f94e8f7c0ccad007181700a62aadb,dd6e152753cf81dbb9aebc73615caf1a72275e26a0604281237cf87f5af6ce3a,ffad8902996de3e70d2de096a7761e65f421385258b253b7b4cfc01bccfd95af,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,28,15,"{""AUTO_SHAPE"": 5, ""LINE"": 8, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 14}",0,,
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,7,32a2b67cc9628fac0b7f3c986e5f6d0b1118df9b1487155a884e5ab19c473854,"兩行軌道元素集（Two-Line Element Set, TLE）","TLE 提供 SGP4 的軌道狀態起點；它描述參考時刻附近的軌道，不是地面位置。
STARLINK-1008
1 44714U 19074B 26218.22193858 .00020050 00000+0 25471-3 0 9996
2 44714 53.1486 187.7993 0006450 25.2950 334.8378 15.59407221371992
starlink-20260806.tle · 共 10709 筆，此為第 1 筆 · 曆元 2026-08-06
用途：提供 SGP4 的軌道起點
推算：指定時間的位置／速度
保留完整兩行，才能追溯 SGP4 的輸入與推算結果。","Slide 7: 兩行軌道元素集（Two-Line Element Set, TLE）
頁面目的：介紹 TLE 的原始格式，並釐清它作為推算起點的功能，而非直接的地面座標。
建議口述內容：畫面上看到的是兩行軌道元素集，簡稱 TLE。這兩行數字描述的是衛星在某個特定參考時刻的軌道狀態。它不是直接的地面位置，而是保留完整的兩行，用來提供 SGP4 模型軌道起點，以推算指定時間的位置與速度。
公式或圖表怎麼說：向觀眾指出畫面上兩行密集的數字，說明這就是 TLE 的真實面貌。指出它提供軌道起點，並用於推算指定時間的狀態。
常見誤解／限制：切勿把 TLE 當成衛星當下的直接位置。觀眾不需要知道每一個數字的意思，但要明白這是一份供模型讀取的軌道參數。
因果銜接：既然 TLE 只是起點，我們怎麼從這份起點得知衛星未來的狀態？這就需要把它輸入到 SGP4 軌道模型中。",True,619e2f0dd3eadd033b0b7956fa83e88e282aee1b95d2ad2ae336b0ccb847e360,8863da9b4a2204a9402cded16c1e7495a728d64a34eb40047b8326336c3bb1f2,b953b9544c78434517f8ebf78be49986cd9e45fb72232d176dde4949f0ed0d17,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,13,9,"{""AUTO_SHAPE"": 4, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 8}",0,,
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,8,3aff6c99a814e0fc1becd5b5aa6265c7c7f920325e1653ebb24f55040aeb76a8,TLE + 目標時間 → SGP4 → TEME 狀態,"TLE 與目標時間交給 SGP4，得到該時刻的 TEME 位置與速度。
輸入
TLE
目標時間 t
SGP4
推進軌道
計算指定時刻
輸出
TEME 位置
TEME 速度
輸入：軌道起點與時間　→　輸出：指定時刻的 TEME 狀態","Slide 8: TLE + 目標時間 → SGP4 → TEME 狀態
頁面目的：解釋 SGP4 模型將 TLE 推算成 TEME 位置與速度的作用。
建議口述內容：我們將剛才的 TLE，加上我們想查詢的目標時間，一起作為輸入交給 SGP4 模型。SGP4 會把 TLE 與目標時間推算成該指定時刻的 TEME 位置與速度。
公式或圖表怎麼說：順著三個方塊說明流程：最左側的輸入是 TLE 與時間，經過中間的 SGP4 模型運算推進軌道，得到最右側的輸出，也就是指定時刻的 TEME 狀態。
常見誤解／限制：只需強調 SGP4 是用來算出 TEME 位置與速度，此處不要提前解釋 TEME 或座標轉換細節。
因果銜接：模型算出的 TEME 狀態，地面的天線還沒辦法直接用它來對準衛星，因此還需要進一步的轉換。",True,abbfd4bc893e72cc85d0d2ca14d623d86406a0292010d1b672bda867e43b0069,af913782432723ebc7de74347186e55e98264f893459227ade30047bef451b25,0cedf7062a43bf31af0ada314158ce042ac52665aefc7d3a45e76d4e650b9b34,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,17,9,"{""AUTO_SHAPE"": 6, ""LINE"": 2, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 8}",0,,
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,9,fdf9b4cfc64f674152f6b23594b810c1a8f6d4395725401693538d999a36f4f5,TEME 是慣性參考，還需座標轉換,"TEME 是 SGP4 輸出的慣性參考，還不是地面站可直接使用的量。
TEME 描述衛星在慣性參考中的位置與速度。
還需座標轉換，才得到地面站可用的仰角、方位角與距離。
SGP4 狀態先停在 TEME；地面觀測量要經過座標轉換。","Slide 9: TEME 是慣性參考，還需座標轉換
頁面目的：解釋 TEME 的意義，以及需要座標轉換才能給地面站使用。
建議口述內容：TEME 描述衛星在慣性型參考框架中的位置與速度。它還不是地面站可直接使用的觀測量，所以必須進行座標轉換，才能得到地面站可用的仰角、方位角與距離。
公式或圖表怎麼說：指出 TEME 是慣性參考，說明這與地面觀測者所在的旋轉地球不同，因此需要經過座標轉換這道手續。
常見誤解／限制：觀眾可能對慣性參考不熟悉，強調這只是相對於地球自轉的視角差異，必須轉換視角才能應用。
因果銜接：了解必須轉換之後，我們接著來看座標鏈具體是如何一步步把狀態變成地面觀測量的。",True,c4befe688648208107f97981fd66449d45a1583e05cd06e0f246ef535eef9abf,d17c7e2e25a56bec88c09ae4a7a3d91d7d1ca96f174aa58d016415ce95ba4d5f,e02901b4f6097377c0034b0d2dad46d805f03e3f664918055f84bab5ce23a42e,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,6,4,"{""AUTO_SHAPE"": 2, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 3}",1,image/png,81064adfe3630e8efb7e71eb2456890140555621e310a9f0b5dbae2315aeb7aa
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,2065216,10,ba51c6391e8259c98e80cdc5dd07dce9aa6bc5f2ce3ba660192f0957597eab6c,座標鏈把 SGP4 狀態變成地面觀測者看到的量,"座標轉換把 SGP4 位置／速度接到地面站，最後得到仰角與距離。
TEME
慣性參考
SGP4 狀態
地固座標
時間對齊
地球
ENU 座標
對齊地面站
東／南／上
本地觀測量
方位／仰角／距離
判斷可見性
方位角、仰角與距離，才是地面端使用的可見性與鏈路幾何量。
座標轉換不是裝飾：它把 SGP4 狀態接到實際地面觀測。","Slide 10: 座標鏈把 SGP4 狀態變成地面觀測者看到的量
頁面目的：說明座標轉換的具體步驟，連接模型輸出的慣性狀態與地面實際觀測。
建議口述內容：座標轉換把 SGP4 的位置與速度對接到地面站。從慣性型參考的 TEME 開始，先依時間對齊地球，轉為地固座標；接著對齊地面站的東、北、上方向，轉為 ENU 座標；最後才能算出地面站使用的方位角、仰角與距離。這三個量正是我們判斷可見性與鏈路幾何的依據。
公式或圖表怎麼說：帶領聽眾看四個方塊的轉換階段。指出座標轉換不是裝飾，而是將 SGP4 狀態接到實際地面觀測的必經之路。
常見誤解／限制：不需要讓觀眾背誦座標轉換步驟。重點是這個流程產生了方位、仰角與距離。
因果銜接：有了幾何視角後，當我們面臨多顆衛星可以選擇時，要怎麼決定是否該換手？我們需要觀察訊號品質的差距，以及這個差距維持了多久。",True,0a29921d7b23d12731ecd6ef6915b3e445d1615f1a989865a03a3077fe5a7762,96806c2a06e193b529d9ef1669c7a7404e73f3aeb00452ccaf368114171dcd7e,a3dcdaa01b63e66f997c01e2b537d133ee663227bd6b687c8bbce89e322d02f0,只有標題,,ppt/slideLayouts/slideLayout5.xml,ppt/slideMasters/slideMaster1.xml,21,12,"{""AUTO_SHAPE"": 9, ""PLACEHOLDER"": 1, ""TEXT_BOX"": 11}",1,image/png,98a93d05d12854b5d776fe7d027bacf1cc43201a7a36d770486b4e19a01125b6
